userID,recommended_itemIDs
11033,2396  593  912  608  3408  1278  1252  913  1219  923
11039,2762  924  2617  920  913  265  2718  912  1882  3363
11041,1197  3147  2908  2302  3408  2329  590  1090  1407  1356
11049,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11051,608  1213  800  2890  1215  180  3699  1617  1198  1591
11055,913  1234  2455  923  1358  3148  3717  2004  912  1088
11059,2858  1307  1270  1500  920  2916  1261  3396  367  1129
11063,2762  2028  2950  457  2694  2459  908  172  3785  104
11065,260  1196  1129  2908  1060  1266  1077  2424  1381  353
11067,592  434  2005  780  1028  3354  2720  1385  1682  153
11069,593  1208  1242  1219  1094  1224  2987  2289  529  968
11077,3160  1394  1247  2908  1197  903  2243  1912  780  2997
11079,750  1276  1207  1247  318  3471  1136  2300  2153  858
11081,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11097,2762  1172  3752  457  1625  1206  2686  1396  2273  1994
11101,858  1219  923  111  1278  1094  1586  908  1348  920
11107,924  1196  589  3471  2288  1321  1372  2968  1748  1921
11111,1200  1240  2692  3527  1653  1214  2369  2115  589  3146
11113,608  2028  1094  3751  1208  2021  1214  1276  1148  788
11123,1097  1721  2355  2336  3471  1909  1408  1077  2683  2353
11125,593  265  318  3033  1678  357  3481  3450  1339  1219
11147,2657  260  919  595  2081  1079  1207  3481  3697  588
11159,593  1374  750  908  1219  923  1234  1962  318  1196
11169,2858  1197  1617  3481  3897  111  1247  2355  3147  3751
11183,593  1617  1198  912  2105  3471  923  3252  2723  1287
11185,924  2628  2916  2115  1198  1304  1374  849  329  2355
11195,3527  1653  2502  3793  546  1090  2881  551  3147  1732
11197,3176  3256  474  457  736  1645  2916  3614  1711  2641
11209,1206  235  2336  1653  2804  1339  3481  3798  1748  1285
11213,2424  1278  539  2700  1215  2384  587  1653  3147  2890
11215,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11225,1148  1223  3175  3418  2161  2712  2355  2100  1645  2692
11229,2100  2763  1307  2858  593  1617  2908  1580  1721  198
11231,2858  1193  1136  1307  1278  736  543  2804  2080  2763
11241,318  858  1206  968  923  1275  750  1645  2997  1094
11251,2028  587  1304  1090  1276  3527  1262  1234  3147  2949
11259,2858  318  2916  3175  750  1247  908  904  1831  1207
11265,1580  1287  953  780  1396  367  2402  1894  2407  3450
11267,1197  2716  1584  1968  1784  2105  1285  1297  3702  788
11283,2355  1285  1682  1222  2532  3247  2826  3751  1258  2366
11295,912  919  2324  586  1242  3752  2011  1831  2153  1028
11299,1193  1304  1234  1584  2987  2763  1276  2291  2125  1387
11303,1617  1089  555  2572  2021  377  1213  1912  1307  3354
11309,2396  357  1994  838  3418  1959  2792  539  2105  3450
11321,1196  913  1234  1917  353  2617  648  1513  1242  2105
11323,2617  1784  216  539  104  1094  2335  344  923  673
11333,2396  541  1208  2160  913  1258  1608  2706  1207  1252
11339,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11341,1097  1198  2797  1393  1291  2194  1674  736  590  2640
11343,3052  180  265  2153  3039  497  3257  1207  1801  1500
11347,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11349,608  260  1196  593  1374  2716  920  913  457  1917
11359,1090  913  3435  1242  457  1376  923  2791  377  1284
11367,2791  1617  1196  1198  2716  1136  1394  1215  1304  2289
11371,1094  1208  1240  3418  2664  750  165  546  1077  3424
11373,260  1196  673  2804  1240  1438  1198  1777  1222  940
11379,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11381,1197  1198  1376  588  1234  595  1262  2081  329  1393
11391,1270  2716  2011  435  3408  1645  3745  586  2973  1090
11403,1206  750  2890  3471  357  1252  1247  908  3435  778
11407,318  2248  2291  908  951  2722  955  2369  1307  1748
11427,2762  2424  1500  3751  253  539  1242  2881  1206  95
11443,908  1206  1387  1219  1252  3408  1247  903  913  1284
11449,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11451,1242  1090  1222  912  1208  1028  780  2797  1079  2028
11455,2791  1276  1968  357  1193  933  1307  2115  3035  955
11459,260  2028  2599  1196  1129  2908  2424  1060  2528  1617
11461,858  589  260  2115  150  2248  2502  1591  2761  1196
11471,608  1097  1136  1278  1207  1242  1080  919  2109  3499
11473,1193  1252  2908  1965  111  1952  2881  1258  2064  541
11485,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11491,1299  1358  2804  1242  1960  3257  1266  246  1296  2336
11495,1213  3252  111  587  2140  2336  778  318  2720  1992
11497,858  2692  551  2968  1394  111  750  1888  497  2150
11501,2706  1513  3175  1805  1035  1777  2761  2355  2986  3159
11509,858  541  1247  1266  2160  3386  1252  1882  3147  3418
11513,2324  920  1748  555  908  3108  1373  1252  3247  2692
11525,1617  1580  1732  1197  1193  920  2916  923  1247  2064
11531,1912  2021  1907  588  1339  3408  3717  3157  2005  2329
11541,1208  588  1285  3481  1394  594  2080  2502  1252  1235
11551,260  2021  1196  924  2153  1894  235  778  1882  3844
11553,593  541  912  913  1028  111  2366  750  1960  1304
11555,1270  1676  3070  2140  2161  2105  3745  1252  1035  2193
11559,2706  1213  1645  1037  3386  3264  2023  1060  111  1500
11563,3408  551  3448  1513  590  1608  3683  1207  2716  898
11569,1196  377  733  357  1370  95  1552  2916  1060  2605
11577,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11581,608  1394  1089  3683  435  1248  1079  1729  750  1912
11589,1198  3160  1196  1206  2804  318  1617  1197  919  592
11591,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11593,924  750  2502  2336  3471  3070  541  1608  2253  1261
11597,1617  1252  1882  2881  2194  141  1408  457  1097  2021
11601,589  924  2355  920  903  2968  1748  2336  3911  2890
11603,1104  926  922  2115  3751  2109  3753  1544  1784  898
11605,2502  104  231  216  1304  592  344  1266  1261  589
11617,924  1198  750  1584  923  1028  1287  1077  1253  316
11627,260  1387  2005  2094  1982  2950  3418  2384  2424  353
11629,1193  2968  1252  3408  2160  153  1266  3535  1276  3897
11633,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11639,919  1584  750  1089  1028  2300  2455  442  551  594
11641,1197  1266  2428  1544  1527  1918  457  1275  595  1513
11643,253  1407  923  953  1287  367  1206  1339  1945  1104
11649,1196  1266  2692  3527  3702  1327  1213  1690  2966  2720
11661,858  2762  1387  1376  1219  1625  3897  2150  2100  1231
11665,1617  1959  1882  3535  3160  1924  1304  1391  593  3543
11671,2858  2763  2502  908  2572  3203  1732  3052  2064  2532
11673,2028  357  1393  1079  1370  1028  1266  1918  1258  1552
11689,1193  2997  260  2706  1394  904  1278  265  1196  2718
11693,2959  318  2804  2617  1968  2081  1304  2005  1371  953
11703,2396  1089  1193  2599  1252  1207  3363  316  2080  3753
11713,2628  2762  1721  919  2470  1097  2011  914  1266  592
11715,2628  223  1252  3535  2908  2160  913  1214  1262  1090
11717,2028  457  1358  1327  2193  1219  780  912  1242  3386
11723,590  592  1196  1552  733  1094  1584  3147  3255  2011
11727,593  1219  2763  1148  920  1094  2598  866  3499  1690
11729,318  750  3527  1356  2288  968  1372  265  2459  3147
11731,593  3499  1219  673  1690  3033  1339  1552  1240  1407
11747,2396  2762  541  1653  3052  1222  1748  2021  1080  1136
11757,1580  3527  3386  1587  1907  2720  3107  95  2881  357
11761,357  3408  223  2100  1917  2987  3147  457  3247  539
11769,2997  1291  457  908  1198  904  903  1219  2115  474
11775,1307  223  1278  2081  2797  595  588  953  2300  1136
11779,589  260  2791  1213  1035  235  903  1089  968  1028
11781,3300  2804  2706  3354  1222  3471  3593  1278  3176  3624
11795,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11801,1196  260  3527  1784  1371  1291  2001  1882  1961  541
11805,1196  912  923  1148  588  1223  1208  3751  2718  1645
11811,2028  3176  1136  912  733  3396  1711  1080  3052  1552
11813,750  1304  912  920  1381  3471  1193  2355  1094  3033
11831,912  913  750  1784  1088  2797  1690  1552  3435  3418
11833,589  1240  1197  1617  780  590  3527  2407  1882  1136
11835,1258  1219  1994  1965  1876  1208  2023  253  3408  1222
11837,3053  1732  223  3175  367  2826  2289  788  3439  2701
11839,587  1213  3526  3255  1198  367  2302  2194  539  1196
11851,260  1240  1304  733  329  1035  1214  2393  1234  910
11861,2791  1270  260  1079  3868  1278  2501  3361  2053  2371
11865,1197  2987  588  2193  2054  913  2150  1090  2384  920
11869,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11871,858  541  1208  1252  968  1393  111  2968  1037  2433
11873,2140  2628  2161  2193  750  2021  3070  1372  3176  2968
11879,2396  2599  1912  2987  1393  3052  377  2355  3210  2580
11883,1278  1136  457  1234  1235  1304  1256  3363  1080  1077
11891,2324  457  1960  3256  2431  849  1617  3039  1924  474
11903,2396  1136  750  1304  1307  1234  1912  1060  1953  3435
11909,260  541  2115  2140  485  2193  1358  1291  1200  2716
11919,587  2906  1213  1088  539  1882  778  2761  2706  1270
11931,337  2094  1777  539  1645  543  2150  1247  788  2140
11933,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11939,1584  1278  442  1376  3255  543  2641  3802  750  2311
11941,1197  2324  457  2115  150  1608  318  3238  2302  1219
11955,318  593  1270  1196  1645  111  1376  589  1831  2291
11961,1207  908  912  913  3095  1252  904  1513  750  1407
11965,1097  3471  2797  1961  1077  265  919  1302  3751  2011
11973,608  2791  1302  3361  2906  3418  2273  1777  1373  2986
11975,318  2355  509  2369  551  661  3107  2572  150  2384
11981,2396  2355  750  1291  1247  3702  1215  1682  1207  1584
12005,1136  1304  3418  1276  3255  922  2478  2797  367  235
12009,2826  1645  3535  2722  648  3264  2391  2881  2064  1080
12011,2692  551  778  1374  353  3146  920  2355  1376  2115
12015,2916  377  3793  1370  1690  3697  1608  1784  1876  2804
12021,1527  1270  648  912  165  2353  2011  2692  265  2002
12025,2997  2396  919  2324  2804  2908  265  2640  1635  1358
12029,223  497  3052  1376  3082  2064  778  551  1394  1060
12031,858  1304  2150  457  1960  2968  2986  1077  3481  2289
12037,318  2706  1089  3408  2683  1291  104  968  778  377
12043,1240  3360  3809  551  1663  150  3361  2599  2694  1381
12047,2028  1197  316  1876  1214  2640  2336  2021  2054  780
12051,541  924  1214  1270  589  1252  1240  1246  1527  1653
12061,2762  2001  2716  2002  648  1918  968  1307  1912  165
12063,1276  1207  3361  3108  1256  3527  1760  1407  750  1077
12073,1208  1193  457  3175  2599  1513  1517  2094  3481  737
